group,type,filterable,filter_desc,section,date,initial_count,coordinates,close_date,moh_name
155,按摩院Natureland,,4月24日，因早前确诊的6起病例，东海岸的按摩院Natureland被列为感染群。,社区,2020-4-24,6,"1.3129150,103.9247217",,Natureland East Coast (907 East Coast Road)
154,双溪加株环道59号,,4月23日，因2起新病例与早前确诊的9起病例，双溪加株环道59号（59 Sungei Kadut Loop）被列为感染群。,工业区,2020-4-23,11,"1.4085049,103.7438138",,59 Sungei Kadut Loop
153,罗央道12号,,4月23日，因13起新病例与早前确诊的13起病例，罗央道12号（12 Loyang Drive）被列为感染群。,工业区,2020-4-23,26,"1.3747073,103.9710661",,12 Loyang Drive
152,兀兰1段客工宿舍,,4月23日，因2起新病例与早前确诊的30起病例，兀兰1段的兀兰宿舍被列为感染群。,工业区,2020-4-23,32,"1.4546466,103.8044767",,Woodlands Dormitory (27 Woodlands Sector 1)
151,Seatown客工宿舍,,4月23日，因早前确诊的26起病例，大士南1道的Seatown宿舍被列为感染群。,工业区,2020-4-23,26,"1.3143326,103.6278218",,Seatown Dormitory (69H Tuas South Avenue 1)
150,Hulett客工宿舍,,4月23日，因1起新病例与早前确诊的24起病例，圣诺哥通道的Hulett宿舍被列为感染群。,工业区,2020-4-23,25,"1.4601143,103.8006807",,Hulett Dormitory (20 Senoko Drive)
149,Blue Stars客工宿舍,,4月23日，因2起新病例与早前确诊的9起病例，建德巷的Blue Stars宿舍被列为感染群。,工业区,2020-4-23,11,"1.3328845,103.6953192",,Blue Stars Dormitory (3 Kian Teck Lane)
148,克兰芝连路Siong Kee大厦,,4月22日，因1起新病例与早前确诊的10起病例，克兰芝连路10号的Siong Kee大厦被列为感染群。,工业区,2020-4-22,11,"1.4355244,103.7460078",,10 Kranji Link
147,圣诺哥通道61号客工宿舍,,4月22日，因11起新病例与早前确诊的3起病例，位于圣诺哥通道61号（61 Senoko Drive）的客工宿舍被列为感染群。,工业区,2020-4-22,14,"1.4660960,103.8081995",,61 Senoko Drive
146,双溪加株道8号,,4月22日，因早前确诊的23起病例，双溪加株道8号（8 Sungei Kadut Avenue）被列为感染群。,工业区,2020-4-22,23,"1.4017686,103.7553094",,8 Sungei Kadut Avenue
145,双溪加株道18号,,4月22日，因41起新病例与早前确诊的6起病例，双溪加株道18号（18 Sungei Kadut Avenue）被列为感染群。,工业区,2020-4-22,47,"1.4044033,103.7553307",,18 Sungei Kadut Avenue
144,大士景广场32号,,4月22日，因6起新病例与早前确诊的23起病例，大士景广场32号（32 Tuas View Square）被列为感染群。,工业区,2020-4-22,29,"1.2986578,103.6280868",,32 Tuas View Square
143,大士景广场36号,,4月22日，因3起新病例与早前确诊的19起病例，大士景广场36号（36 Tuas View Square）被列为感染群。,工业区,2020-4-22,22,"1.2992500,103.6282999",,36 Tuas View Square
142,大士景广场40号,,4月22日，因1起新病例与早前确诊的5起病例，大士景广场40号（40 Tuas View Square）被列为感染群。,工业区,2020-4-22,6,"1.3004757,103.6288120",,40 Tuas View Square
141,芽笼公寓永丰阁,,4月22日，因早前确诊的5起病例，芽笼公寓永丰阁（Wing Fong Court）被列为感染群。,社区,2020-4-22,5,"1.3117348,103.8788150",,Wing Fong Court (10 Lorong 14 Geylang)
140,双溪加株道5号工业区,,4月21日，因2起新病例与早前确诊的13起病例，双溪加株道5号的一个工业区被列为感染群。,工业区,2020-4-21,15,"1.3989451,103.7531915",,5 Sungei Kadut Avenue
139,Jovell建筑工地,,4月21日，因早前确诊的13起病例，弗洛拉通道的Jovell建筑工地被列为感染群。,工业区,2020-4-21,13,"1.3572830,103.9666471",,The Jovell construction site (27 Flora Drive)
138,Pesko工程公司,,4月21日，因40起新病例与早前确诊的11起病例，裕群路2号的Pesko Engineering工程公司被列为感染群。,工业区,2020-4-21,51,"1.3267328,103.6762424",,Pesko Engineering Pte Ltd (2 Joo Koon Road)
137,双溪加株环道8号,,4月20日，因早前确诊的9起病例，位于双溪加株环道8号（Sungei Kadut Loop）的建筑公司被列为感染群。,工业区,2020-4-20,9,"1.4204009,103.7409851",,8 Sungei Kadut Loop
136,兀兰E7工业园区二号客工宿舍,,4月20日，因早前确诊的11起病例，兀兰E7工业园区的兀兰二号宿舍（190 Woodlands Industrial Park E7）被列为感染群。,工业区,2020-4-20,11,"1.4512206,103.7978534",,Woodlands Lodge II (190 Woodlands Industrial Park E7)
135,Jurong Apartments,,4月20日，因早前确诊的3起病例，裕廊路上段的Jurong Apartments被列为感染群。,社区,2020-4-20,3,"1.3289213,103.6766972",,Jurong Apartments (553 Upper Jurong Road)
134.001,接触者,,,,,,,,
134,Acacia Home收容所,,4月27日，因14起新病例与早前确诊的1起病例，位于海军部街的Acacia Home收容所被列为感染群。,社区,2020-4-27,15,"1.4606938,103.8115215",,Acacia Home (30 Admiralty Street)
133.001,接触者,,,,,,,,
133,发隔离令的职员,,,,,,,,
132,Alaunia Lodge客工宿舍,,4月24日，因早前确诊的41起病例，位于海军部西路的Alaunia Lodge客工宿舍被列为感染群,工业区,2020-4-24,41,"1.4586759,103.8035416",,Alaunia Lodge (Admiralty Road West)
131,心理卫生学院,,4月30日，因3起新病例与早前确诊的1起病例，心理卫生学院（Institute of Mental Health）被列为感染群，成为首个出现感染群的医疗机构。,社区,2020-4-30,4,"1.3810823,103.8856895",,the Institute of Mental Health (10 Buangkok View)
130.002,接触者,,,,,,,,
130,义顺纳福城,,4月25日，因早前确诊的7起病例，义顺纳福城（Northpoint City）被列为感染群。,社区,2020-4-25,7,"1.4297156,103.8358035",,Northpoint City (930 Yishun Avenue 2)
129,兀兰E4工业园一号客工宿舍,,4月19日，因早前确诊的12起病例，兀兰E4工业园区的兀兰一号宿舍被列为感染群。,工业区,2020-4-19,12,"1.4501082,103.7945553",,Woodlands Lodge I (50 Woodlands Industrial Park E4)
128.008,接触者,,,,,,,,
128.002,接触者,,,,,,,,
128,樟宜二号宿舍,,4月19日，因1起新病例与早前确诊的20起病例，丹那美拉海岸路的樟宜二号宿舍被列为感染群。,工业区,2020-4-19,21,"1.3169111,104.0127250",,Changi Lodge II (80 Tanah Merah Coast Road)
127,巴耶乌美工业园,,4月19日，因早前确诊的17起病例，巴耶乌美工业园区51号（51 Paya Ubi Industrial Park）被列为感染群。,工业区,2020-4-19,17,"1.3252777,103.8982031",,51 Paya Ubi Industrial Park
126,惹兰百树17号,,4月19日，因1起新病例与早前确诊的6起病例，惹兰百树17号（17 Jalan Besut）被列为感染群。,工业区,2020-4-19,7,"1.3168279,103.7278555",,17 Jalan Besut
125.001,接触者,,,,,,,,
125,胜宝旺船厂,,4月19日，因早前确诊的7起病例，胜科海事子公司胜宝旺船厂（Sembawang Shipyard）被列为感染群。,工业区,2020-4-19,7,"1.3864830,103.8299740",,Sembawang Shipyard (Admiralty Road West)
124,Homestay客工宿舍,,4月18日，加基武吉的Homestay Lodge客工宿舍被列为感染群。,工业区,2020-4-18,,"1.3380998,103.9099701",,Homestay Lodge (39 Kaki Bukit Avenue 3)
123.006,接触者,,,,,,,,
123.005,接触者,,,,,,,,
123.002,接触者,,,,,,,,
123,CDPL大士宿舍,,4月18日，位于大土南15街的CDPL大土宿舍被列为感染群。,工业区,2020-4-18,,"1.2717544,103.6363411",,CDPL Tuas Dormitory (6 Tuas South Street 15)
122.005,接触者,,,,,,,,
122.001,接触者,,,,,,,,
122,TTJ公司,,4月18日，TTJ Design & Engineering私人有限公司被列为感染群。,工业区,2020-4-18,,"1.3119367,103.6571075",,TTJ Design & Engineering Pte Ltd (57 Pi1er Road)
121.02,接触者,,,,,,,,
121.001,接触者,,,,,,,,
121,大士南客工宿舍,,4月17日，因早前确诊的6起病例，大士南客工宿舍（Tuas South Dormitory）被列为感染群。,工业区,2020-4-17,6,"1.2714537,103.6326984",,Tuas South Dormitory (1 Tuas South Street 12)
120.003,接触者,,,,,,,,
120,Avery Lodge客工宿舍,,4月17日，因早前确诊的6起病例，Avery Lodge客工宿舍（Avery Lodge Dormitory）被列为感染群。4月19日被列为隔离区。,工业区,2020-4-17,6,"1.3212807,103.7298326",,Avery Lodge Dormitory (2D Jalan Papan)
119.059,接触者,,,,,,,,
119.011,接触者,,,,,,,,
119.006,接触者,,,,,,,,
119.004,接触者,,,,,,,,
119,裕廊本茱鲁客工宿舍,,4月17日，因5起新病例与早前确诊的11起病例，裕廊本茱鲁客工宿舍（Jurong Penjuru Dormitory）被列为感染群。,工业区,2020-4-17,16,"1.3163935,103.7307641",,Jurong Penjuru Dormitory (58 Penjuru Place)
118.012,接触者,,,,,,,,
118.001,接触者,,,,,,,,
118,双溪加株2街客工宿舍,,4月17日，因8起新病例，位于双溪加株2街4号（4 Sungei Kadut Street 2）的客工宿舍被列为感染群。,工业区,2020-4-17,8,"1.4133780,103.7510327",,4 Sungei Kadut Street 2
117.008,接触者,,,,,,,,
117.002,接触者,,,,,,,,
117,The Leo客工宿舍,,4月16日，因早前确诊的21起病例，位于加基武吉路的The Leo客工宿舍被列为感染群。,工业区,2020-4-16,21,"1.3372472,103.9038529",,The Leo dormitory (23 Kaki Bukit Road 3)
116.007,接触者,,,,,,,,
116,SJ客工宿舍,,4月16日，因1起新病例与早前确诊的6起病例，位于兀兰工业园E5的SJ客工宿舍被列为感染群。,工业区,2020-4-16,7,"1.4520656, 103.7927259",,SJ Dormitory (180 Woodlands Industrial Park E5)
115.001,接触者,,,,,,,,
115,西雅万礼客工宿舍,,4月16日，因28起新病例与早前确诊的3起病例，西雅万礼（Westlite Mandai）客工宿舍被列为感染群。,工业区,2020-4-16,31,"1.4072978,103.7581856",,Westlite Mandai dormitory (34 Mandai Estate)
114.001,接触者,,,,,,,,
114,双溪加株4街客工宿舍,,4月16日，因早前确诊的6起病例，位于双溪加株（Sungei Kadut）4街17号的客工宿舍被列为感染群。,工业区,2020-4-16,6,"1.4175724,103.7442170",,17 Sungei Kadut Street 4
113,Grandwork大楼,,4月16日，因早前确诊的7起病例，位于双溪加株3街的Grandwork大楼被列为感染群。,工业区,2020-4-16,7,"1.4161249,103.7477282",,Grandwork Building (7 Sungei Kadut Street 3)
112.07,接触者,,,,,,,,
112.01,接触者,,,,,,,,
112,建德弯客工宿舍,,4月15日，因4起早前确诊的病例，位于建德弯10号的客工宿舍被列为感染群。,工业区,2020-4-15,4,"1.3331730,103.6919420",,10 Kian Teck Crescent dormitory
111,建德客工宿舍,,4月15日，因1起新病例与早前确诊的3起病例，位于建德道26号的客工宿舍被列为感染群。,工业区,2020-4-15,4,"1.3292252,103.6945526",,Kian Teck Dormitory (26 Kian Teck Avenue)
110.002,接触者,,,,,,,,
110.001,接触者,,,,,,,,
110,马里士他路234号,,4月15日，因早前确诊的7起病例，位于马里士他路234号的店屋被列为感染群。,社区,2020-4-15,7,"1.3215205,103.8533544",,234 Balestier Road
109.004,接触者,,,,,,,,
109,万礼客工宿舍,,4月15日，因1起新病例与早前确诊的6起病例，位于万礼路460号的Mandai Lodge被列为感染群。,工业区,2020-4-15,7,"1.4105348,103.7684467",,Mandai Lodge I (460 Mandai Road)
108.012,接触者,,,,,,,,
108,PPT客工宿舍1A,,4月14日，因1起新病例与早前确诊的10起病例，位于本地最大感染群S11榜鹅客工宿舍旁的PPT宿舍1A被列为感染群。,工业区,2020-4-14,11,"1.4186264,103.8967762",,PPT Lodge 1A (8 Seletar North Link)
107.002,接触者,,,,,,,,
107,圣诺哥大道,,4月14日，圣诺哥大道（Senoko Way）第13座被列为感染群。,工业区,2020-4-13,1,"1.4663691,103.8124442",,13 Senoko Way
106,圣诺哥环路,,4月13日，圣诺哥环路（Senoko Loop）第21B座被列为感染群。,工业区,2020-4-13,5,"1.4563424,103.7975833",,21B Senoko Loop
105,CitiWall公司,,4月13日，因早前确诊的6起病例，位于加基武吉弯的CitiWall公司被列为感染群。,工业区,2020-4-13,6,"1.3358547,103.9075329",,CitiWall (34 Kaki Bukit Crescent)
104.001,接触者,,,,,,,,
104,ABC旅舍,,4月13日，因1起新病例与早前确诊的6起病例，位于惹兰古坡的ABC旅舍被列为感染群。,社区,2020-4-13,7,"1.3036689,103.8592675",,ABC Hostel (3 Jalan Kubor)
103.008,接触者,,,,,,,,
103.007,接触者,,,,,,,,
103.002,接触者,,,,,,,,
103.001,接触者,,,,,,,,
103,科技园弯客工宿舍,,4月13日，因1起新病例与早前确诊的8起病例，位于科技园弯43号（43 Tech Park Crescent）的客工宿舍被列为感染群。,工业区,2020-4-13,9,"1.3094239,103.6297053",,Tech Park Crescent dormitory (43 Tech Park Crescent)
102.017,家人及接触者,,,,,,,,
102,克兰芝大道客工宿舍,,4月13日，因早前确诊的6起病例，位于克兰芝大道（17 Kranji Way）的客工宿舍被列为感染群。,工业区,2020-4-13,6,"1.4357508,103.7477627",,Kranji Dormitory (17 Kranji Way)
101,吉宝客工宿舍大楼“槐舍”,,位于武吉巴督23街的吉宝客工宿舍大楼“槐舍”（Acacia Lodge），于4月11日已被列为本地第六个隔离区。因3起新病例与早前确诊的12起病例，4月12日被列为感染群。,工业区,2020-4-12,15,"1.3398213,103.7560256",,Acacia Lodge (530-540 Bukit Batok Street 23)
100.012,接触者,,,,,,,,
100.008,接触者,,,,,,,,
100,大士村客工宿舍,,4月12日，因2起新病例与早前确诊的6起病例，位于大士南1道的大士村客工宿舍（Tuas View Dormitory）被列为感染群，4月16日被列为第九个隔离区。,工业区,2020-4-12,8,"1.3127040,103.6261294",,Tuas View Dormitory (70 Tuas South Avenue 1)
99,兀兰E1工业园36号,,4月12日，因早前确诊的20起病例，兀兰E1工业园36号（36 Woodlands Industrial Park E1）被列为感染群。,工业区,2020-4-12,20,"1.4541612,103.7972716",,36 Woodlands Industrial Park E1
98.001,家人,,,,,,,,
98,加冷客工宿舍,,4月12日，因早前确诊的5起病例，位于加冷道85号的客工宿舍Kallang Dormitory被列为感染群。,工业区,2020-4-12,5,"1.3106340,103.8667972",,85 Kallang Dormitory (85 Kallang Avenue)
97.007,家人和接触者,,,,,,,,
97.003,接触者,,,,,,,,
97,Black Tap餐厅,1,位于滨海湾金沙，因早前确诊的8起病例，于4月12日被列为感染群。5月7日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-12,8,"1.2825745,103.8585622",2020-5-7,Black Tap (10 Bayfront Avenue)
96.005,接触者,,,,,,,,
96.004,接触者,,,,,,,,
96.001,接触者,,,,,,,,
96,Kenyon/ UBS工地,,4月12日，因早前确诊的8起病例，位于槟榔路9号的Kenyon/ UBS工地被列为感染群。,工业区,2020-4-12,8,"1.2978395,103.8452782",,the Kenyon/UBS construction site (9 Penang Road)
95.003,接触者,,,,,,,,
95,麦当劳快餐店分店,,因1起新病例与早前确诊的3起病例，位于福临购物中心、丽都和百灵商业中心的三家店面，4月12日被列为感染群。,社区,2020-4-12,4,"1.3062487,103.8290349",,McDonald’s
94.001,接触者,,,,,,,,
94,Westlite兀兰客工宿舍,,4月11日，因早前确诊的8起病例，兀兰2段的Westlite宿舍被列为感染群。,工业区,2020-4-11,8,"1.4615256,103.8094389",,Westlite Woodlands dormitory (2 Woodlands Sector 2)
93.015,接触者,,,,,,,,
93.0125,接触者,,,,,,,,
93.01,接触者,,,,,,,,
93.009,接触者,,,,,,,,
93,北海岸客工宿舍,,4月11日，因2起新病例与早前确诊的4起病例，北海岸道的北海岸宿舍（North Coast Lodge）被列为感染群，4月16日被列为第八个隔离区。,工业区,2020-4-11,6,"1.4562404,103.7866901",,North Coast Lodge (51 North Coast Avenue)
92,Cassia@Penjuru客工宿舍,,4月11日，因2起新病例与早前确诊的3起病例，本茱鲁径的Cassia@Penjuru宿舍被列为感染群，4月19日被列为隔离区。,工业区,2020-4-11,5,"1.3171784,103.7322648",,Cassia @ Penjuru (15 Penjuru Walk)
91.031,家人,,,,,,,,
91,双溪加株道客工宿舍,,4月10日，因早前确诊的4起病例，位于双溪加株道31号de 一个客工宿舍被列为感染群。,工业区,2020-4-10,4,"1.4073919,103.7535445",,31 Sungei Kadut Avenue
90,移民与关卡局大楼,1,4月10日，因1起新病例与早前确诊的4起病例，移民与关卡局（ICA）大楼被列为感染群。5月8日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-10,5,"1.3065956,103.8625939",2020-5-8,the ICA Building (10 Kallang Road)
89.002,接触者,,,,,,,,
89.001,接触者和家人,,,,,,,,
89,国大医院装修工地,,4月10日，因5起新病例与早前确诊的9起病例，新加坡国立大学医院一个装修工地被列为感染群。,工业区,2020-4-10,14,"1.2934887,103.7827363",,the renovation site at the National University Hospital (5 Lower Kent Ridge Road)
88.003,接触者,,,,,,,,
88,邵氏路客工宿舍,,4月9日，因早前确诊的5起病例，位于邵氏路的客工宿舍Shaw Lodge被列为感染群，4月16日被列为第七个隔离区。,工业区,2020-4-9,5,"1.3371436,103.8839463",,Shaw Lodge (12 Shaw Road)
87.001,接触者,,,,,,,,
87,Little Gems托儿所,1,4月6日，因1起新病例与早前确诊的2起病例，位于宏茂桥62街的Little Gems托儿所被列为感染群。5月4日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-6,3,"1.3865403,103.8447164",2020-5-4,Little Gems Preschool (3 Ang Mo Kio Street 62)
86.044,接触者,,,,,,,,
86.0203,接触者,,,,,,,,
86.015,接触者,,,,,,,,
86,克兰芝路客工宿舍,,4月6日，因早前确诊的3起病例，克兰芝路12号的客工宿舍被列为感染群。,工业区,2020-4-6,3,"1.4306936,103.7592373",,Kranji Lodge I (12 Kranji Road)
85.001,接触者,,,,,,,,
85,淡滨尼客工宿舍,,4月5日，因3起新病例与早前确诊的2起病例，位于淡滨尼坊（2 Tampines Place）的淡滨尼客工宿舍被列为感染群，4月9日被列为隔离区。,工业区,2020-4-5,5,"1.3666378,103.9294399",,Tampines Dormitory (2 Tampines Place)
84.006,接触者,,,,,,,,
84.0039,接触者,,,,,,,,
84.002,接触者,,,,,,,,
84,高琳一号客工宿舍,,4月5日，因早前确诊的2起病例，位于海军部西路的高琳一号客工宿舍被列为感染群。,工业区,2020-4-5,2,"1.4598282,103.8200734",,Cochrane Lodge I (51 Admiralty Road West)
83.001,接触者,,,,,,,,
83,百得里路工地,1,4月5日，因早前确诊的4起病例，位于百得里路（Battery Road）6号的建筑工地被列为感染群。5月10日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,工业区,2020-4-5,4,"1.2854663,103.8517641",2020-5-10,a construction site at 6 Battery Road
82.225,接触者,,,,,,,,
82.041,接触者,,,,,,,,
82.006,接触者,,,,,,,,
82,双溪登加客工宿舍,,4月4日，因1起新病例与早前确诊的2起病例，双溪登加客工宿舍被列为感染群，4月8日被列为隔离区。,工业区,2020-4-4,3,"1.3776047,103.7185336",,Sungei Tengah Lodge (500 Old Choa Chu Kang Road)
81.0091,接触者,,,,,,,,
81.0088,接触者,,,,,,,,
81.0076,接触者,,,,,,,,
81.00775,接触者,,,,,,,,
81.005,接触者,,,,,,,,
81,回利阁客工宿舍,,4月4日，因2起新病例与早前确诊的3起病例，位于卓源东路的Toh Guan Dormitory被列为感染群，临近之前已成为感染群的Westlite宿舍。4月6日被列为隔离区。,工业区,2020-4-4,5,"1.3382688,103.7531859",,Toh Guan Dormitory (19A Toh Guan Road East)
80.076,家人和接触者,,,,,,,,
80.075,家人,,,,,,,,
80,高琳二号客工宿舍,,4月4日，因早前确诊的4起病例，位于海军部西路的高琳二号客工宿舍被列为感染群。,工业区,2020-4-4,4,"1.4606587,103.8191747",,Cochrane Lodge II (49 Admiralty Road West)
79,Orange Ballroom,1,4月4日，因1起新病例与早前确诊的3起病例，位于芽笼路丹绒加东购物中心The Orange Ballroom婚宴场地被列为感染群，该4起病例是千人宴流水席宾客。5月2日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-4,4,"1.3163071,103.8943935",2020-5-2,The Orange Ballroom (845 Geylang Road)
78.002,家人,,,,,,,,
78,Ce La Vi餐厅,,位于滨海湾金沙空中花园的餐厅，4月3日出现一起确诊病例，并与之前三起病例有关联，构成感染群。,社区,2020-4-3,4,"1.2846620,103.8610059",,Ce La Vi (1 Bay Front Avenue)
77.003,家人,,,,,,,,
77.002,接触者,,,,,,,,
77.001,接触者,,,,,,,,
77,板球俱乐部,1,4月3日，因1起新病例与早前确诊的5起病例，新加坡板球俱乐部被列为感染群。4月26日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-3,6,"1.2888934,103.8521317",2020-4-26,Singapore Cricket Club (A Connaught Drive)
76.035,接触者,,,,,,,,
76.034,接触者,,,,,,,,
76.005,接触者,,,,,,,,
76.00355,接触者,,,,,,,,
76.0035,接触者,,,,,,,,
76,Project Glory工地,1,Project Glory建筑工地位于马吉街（Market Street），4月3日出现一起确诊病例，并与之前三起病例有关联，构成感染群。5月21日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。卫生部从4月20日起未再公布病例详情，那之后确诊的病例和感染群中病例的变更，未包括在时间表中统计的感染群人数。,工业区,2020-4-3,4,"1.2813404,103.8502488",2020-5-21,a construction site at Project Glory (50 Market Street)
75.003,家人,,,,,,,,
75,大士吉宝船厂,,三起病例于4月2日发现与大士吉宝船厂有关联，构成感染群。,工业区,2020-4-2,3,"1.3014848,103.6563459",,Keppel Shipyard (51 Pioneer Sector 1)
74,麦士威地铁站工地,,4月2日，位于麦士威地铁站的工地出现两起新确诊病例，并与之前三起病例有关联，构成感染群。,工业区,2020-4-2,5,"1.2805333,103.8438837",,a construction site at Maxwell MRT station (50 Neil Road)
73.06,接触者,,,,,,,,
73.055,接触者,,,,,,,,
73.048,家人,,,,,,,,
73.0435,接触者,,,,,,,,
73.0432,家人,,,,,,,,
73.036,接触者,,,,,,,,
73.034,家人,,,,,,,,
73.033,家人,,,,,,,,
73.0225,家人及接触者,,,,,,,,
73.0422,家人,,,,,,,,
73.015,接触者,,,,,,,,
73.0036,家人,,,,,,,,
73.002,接触者,,,,,,,,
73.025,接触者,,,,,,,,
73,慕斯达法购物中心,,4月2日，慕斯达法购物中心出现五起新确诊病例，并与之前六起病例有关联，构成感染群。,社区,2020-4-2,11,"1.3105320,103.8549998",,Mustafa Centre (145 Syed Alwi Road)
72.27,家人,,,,,,,,
72.18,家人,,,,,,,,
72.15,家人,,,,,,,,
72.07,家人,,,,,,,,
71,李亚妹安老院,1,4月1日，李亚妹安老院有10人确诊，被列为感染群。5月8日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-4-1,10,"1.3308117,103.8401757",2020-5-8,Lee Ah Mooi Old Age Home (1 Thomson Lane)
70,双溪加株环道客工宿舍,1,4月1日，因2起新病例与早前确诊的1起病例，位于双溪加株环道的宿舍被列为感染群。5月4日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,工业区,2020-4-1,3,"1.4095367,103.7438243",2020-5-4,a dormitory at 55 Sungei Kadut Loop
69.044,接触者,,,,,,,,
69.013,接触者,,,,,,,,
69.008,接触者,,,,,,,,
69,Westlite卓源客工宿舍,,位于卓源路的客工宿舍，3月31日有四起确诊病例，被列为感染群。4月5日因为确诊病例激增而被列为隔离区。,工业区,2020-3-31,4,"1.3358168,103.7514835",,Westlite Toh Guan dormitory (18 Toh Guan Road East)
68,Hero’s酒吧,,3月30日，位于沙球劳路（Circular Road）的Hero’s音乐和体育酒吧出现5起确诊病例，因此被列为感染群。,社区,2020-3-30,5,"1.2864276,103.8489635",,Hero’s (69 Circular Road)
67.002,家人和接触者,,,,,,,,
67,Wilby悠邸,,3月30日，位于威美路的悠邸（Wilby Residences）商务住宅出现7起确诊病例，因此被列为感染群。,社区,2020-3-30,7,"1.3319116,103.7880984",,Wilby Residences (25 Wilby Road)
66.7003,接触者,,,,,,,,
66.6742,接触者,,,,,,,,
66.071,接触者,,,,,,,,
66.033,接触者,,,,,,,,
66.027,接触者,,,,,,,,
66.001,接触者,,,,,,,,
66,S11榜鹅客工宿舍,,3月30日，位于实里达北连路的S11榜鹅客工宿舍出现四起确诊病例，因此被列为感染群，4月5日因为确诊病例激增而被列为隔离区。,工业区,2020-3-30,4,"1.4169078,103.8960188",,S11 Dormitory @ Punggol (2 Seletar North Link)
65,婚纱店,1,3月29日，三名病例与位于义顺的婚纱店The Wedding Brocade有关联。婚纱店因此被列为感染群。4月26日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-3-29,3,"1.4373168,103.8420915",2020-4-26,The Wedding Brocade (1 Yishun Industrial Street 1)
64.96,家人,,,,,,,,
64.95,家人,,,,,,,,
64.94,家人,,,,,,,,
64.83,接触者,,,,,,,,
64.81,家人,,,,,,,,
64.72,家人及接触者,,,,,,,,
64.71,家人,,,,,,,,
64.61,接触者及其家人,,,,,,,,
64.44,家人,,,,,,,,
64.38,家人,,,,,,,,
64.16,接触者,,,,,,,,
64.11,家人,,,,,,,,
63,新邮政,1,3月27日，位于友诺士路的新邮政中心有三人确诊，成为新的感染群。5月1日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-3-27,3,"1.3190271,103.8947585",2020-5-1,SingPost Centre (10 Eunos Road 8)
62,杜佛阁国际学校,1,3月25日，杜佛阁国际学校（Dover Court International School）因有三名职员确诊，成为新的感染群。5月8日，该感染群未出现关联病例已超过28天，卫生部宣布不再追踪该感染群。,社区,2020-3-25,3,"1.3055204,103.7790430",2020-5-8,Dover Court International School (301 Dover Road)
61.11,接触者,,,,,,,,
61.1,家人,,,,,,,,
61,凤山Sparkletots,,凤山Sparkletots学前教育中心在3月下旬出现至少十多名职员确诊。其中11个是校长（第601起病例）的家人。在新加坡警察部队的协助下，当局发现第566起病例，即中心校长的一名亲人曾在3月4日到过马来西亚，并可能在当地染病。当局相信是这名亲人把病毒传给了家属，包括这位校长。校长则是在与职员开会时，进一步传播病毒。,社区,2020-3-25,18,"1.3281683,103.9389179",,PCF Sparkletots Preschool @ Fengshan Blk 126 (126 Bedok North Street 2)
60.95,家人,,,,,,,,
60.89,家人及其接触者,,,,,,,,
60.82,家人,,,,,,,,
60.77,家人,,,,,,,,
60.75,接触者,,,,,,,,
60.7,家人,,,,,,,,
60.57,接触者,,,,,,,,
60.54,接触者,,,,,,,,
60.52,接触者,,,,,,,,
60.46,接触者,,,,,,,,
60.29,家人及接触者,,,,,,,,
60.2,家人,,,,,,,,
60.12,接触者,,,,,,,,
60.06,接触者,,,,,,,,
50.98,家人,,,,,,,,
50.84,家人及接触者,,,,,,,,
50.82,接触者,,,,,,,,
50.68,家人,,,,,,,,
50.55,接触者,,,,,,,,
50.48,家人,,,,,,,,
50.36,接触者,,,,,,,,
50.35,接触者,,,,,,,,
50.3,接触者,,,,,,,,
50.18,接触者及其家人,,,,,,,,
50.17,家人,,,,,,,,
50.12,家人及接触者,,,,,,,,
50.11,家人,,,,,,,,
49,武吉知马新加坡教会,,3月16日，武吉知马新加坡教会出现4起确诊病例，该感染群与裕廊战备军协俱乐部晚宴感染群相关。,社区,2020-3-16,4,"1.3444428,103.7758013",,the Church of Singapore (Bukit Timah) (2B Hindhede Road)
48.91,接触者,,,,,,,,
48.74,家人及接触者,,,,,,,,
48.73,家人,,,,,,,,
48.65,接触者,,,,,,,,
48.46,接触者,,,,,,,,
48.44,家人,,,,,,,,
48.39,家人,,,,,,,,
48.32,接触者及其家人,,,,,,,,
48.3,接触者及其家人,,,,,,,,
48.26,接触者,,,,,,,,
48.25,家人,,,,,,,,
48.24,家人,,,,,,,,
48.23,接触者,,,,,,,,
48.18,家人,,,,,,,,
48.12,接触者,,,,,,,,
48.08,接触者,,,,,,,,
48.06,接触者,,,,,,,,
48.04,接触者,,,,,,,,
48.03,家人,,,,,,,,
48.02,家人及旅伴,,,,,,,,
48.01,家人,,,,,,,,
